"name"	"description"	"enable"	"dir"	"profile"	"group"	"localip"	"remoteip"	"protocol"	"type:code[,...]"	"localport"	"remoteport"	"edge"	"program"	"service"	"interfacetype"	"rmtcomputergrp"	"rmtusrgrp"	"security"	"(rule_source)"	"action"
"""Windows ピア ツー ピア共同作業ファンデーション (TCP 送信)"""	"""ピア ツー ピア通信のための Windows ピア ツー ピア共同作業ファンデーションの送信規則です。[TCP]"""	"""no"""	"""out"""	"""domain,private,public"""	"""Windows ピア ツー ピア共同作業ファンデーション"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\p2phost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows ピア ツー ピア共同作業ファンデーション (WSD 受信)"""	"""WSDAPI を介してデバイスを検出するための Windows ピア ツー ピア共同作業ファンデーションの受信規則です。[UDP 3702]"""	"""no"""	"""in"""	"""domain,private,public"""	"""Windows ピア ツー ピア共同作業ファンデーション"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\p2phost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows ピア ツー ピア共同作業ファンデーション (WSD 送信)"""	"""WSDAPI を介してデバイスを検出するための Windows ピア ツー ピア共同作業ファンデーションの送信規則です。 [UDP 3702]"""	"""no"""	"""out"""	"""domain,private,public"""	"""Windows ピア ツー ピア共同作業ファンデーション"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""3702"""	"""no"""	"%SystemRoot%""\\system32\\p2phost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows ファイアウォール リモート管理 (RPC)"""	"""RPC/TCP 経由でリモートで管理される Windows ファイアウォールの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""Windows ファイアウォール リモート管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""policyagent"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows ファイアウォール リモート管理 (RPC)"""	"""RPC/TCP 経由でリモートで管理される Windows ファイアウォールの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""Windows ファイアウォール リモート管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""policyagent"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows ファイアウォール リモート管理 (RPC-EPMAP)"""	"""Windows ファイアウォールの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""Windows ファイアウォール リモート管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows ファイアウォール リモート管理 (RPC-EPMAP)"""	"""Windows ファイアウォールの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""Windows ファイアウォール リモート管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows リモート管理 - 互換モード (HTTP-In)"""	"""WS-Management 経由の Windows リモート管理用の互換モード受信規制です。[TCP 80]"""	"""no"""	"""in"""	"""domain"""	"""Windows リモート管理 (互換性)"""	"""any"""	"""any"""	"""tcp"""	""""""	"""80"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows リモート管理 - 互換モード (HTTP-In)"""	"""WS-Management 経由の Windows リモート管理用の互換モード受信規制です。[TCP 80]"""	"""no"""	"""in"""	"""private,public"""	"""Windows リモート管理 (互換性)"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""80"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows リモート管理 (HTTP 受信)"""	"""WS-Management による Windows リモート管理のための受信規則です。[TCP 5985]"""	"""no"""	"""in"""	"""domain,private"""	"""Windows リモート管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""5985"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""Windows リモート管理 (HTTP 受信)"""	"""WS-Management による Windows リモート管理のための受信規則です。[TCP 5985]"""	"""no"""	"""in"""	"""public"""	"""Windows リモート管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""5985"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - DNS (UDP 送信)"""	"""DNS 要求を許可する送信規則です。この規則に一致する要求に基づいた DNS の応答は、発信元のアドレスにかかわらず許可されます。この動作は、非厳密なソース マッピングとして分類されます。[LSM] [UDP 53]"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""53"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - IPHTTPS (TCP-受信)"""	"""IPHTTPS トンネリング テクノロジを許可することによって、HTTP プロキシやファイアウォールを越える接続を提供する受信 TCP 規則です。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""tcp"""	""""""	"""IPHTTPS"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - IPHTTPS (TCP-送信)"""	"""IPHTTPS トンネリング テクノロジを許可することによって、HTTP プロキシやファイアウォールを越える接続を提供する送信 TCP 規則です。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""IPHTTPS"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""iphlpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - IPv6 (IPv6 受信)"""	"""ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) および 6to4 トンネリング サービスに対して IPv6 トラフィックを許可するために必要な受信規則です。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""41"""	""""""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - IPv6 (IPv6 送信)"""	"""ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) および 6to4 トンネリング サービスに対して IPv6 トラフィックを許可するために必要な送信規則です。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""41"""	""""""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - IPv6 用動的ホスト構成プロトコル (DHCPV6-受信)"""	"""DHCPV6 (IPv6 用動的ホスト構成プロトコル) メッセージをステートフルおよびステートレス構成に対して許可します。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""546"""	"""547"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dhcp"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - IPv6 用動的ホスト構成プロトコル (DHCPV6-送信)"""	"""DHCPV6 (IPv6 用動的ホスト構成プロトコル) メッセージをステートフルおよびステートレス構成に対して許可します。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""546"""	"""547"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dhcp"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - Teredo (UDP 受信)"""	"""Teredo エッジ トラバーサルを許可する受信 UDP 規則です。Teredo エッジ トラバーサルは、IPv6/IPv4 ホストが IPv4 ネットワーク アドレス変換器の後ろにある場合に、ユニキャスト IPv6 トラフィックにアドレスの割り当てと自動トンネルを提供するテクノロジです。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""Teredo"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""iphlpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - Teredo (UDP 送信)"""	"""Teredo エッジ トラバーサルを許可する送信 UDP 規則です。Teredo エッジ トラバーサルは、IPv6/IPv4 ホストが IPv4 ネットワーク アドレス変換器の後ろにある場合に、ユニキャスト IPv6 トラフィックにアドレスの割り当てと自動トンネルを提供するテクノロジです。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""iphlpsvc"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - インターネット グループ管理プロトコル (IGMP 受信)"""	"""ノードで IGMP メッセージが送受信され、マルチキャストキャスト グループの作成、参加、離脱が行われます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""2"""	""""""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - インターネット グループ管理プロトコル (IGMP 送信)"""	"""ノードで IGMP メッセージが送受信され、マルチキャストキャスト グループの作成、参加、離脱が行われます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""2"""	""""""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - グループ ポリシー (LSASS 送信)"""	"""グループ ポリシーの更新のためのリモート LSASS トラフィックを許可する送信規則です。 [TCP]"""	"""yes"""	"""out"""	"""domain"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\lsass.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - グループ ポリシー (NP 送信)"""	"""コア ネットワーク - グループ ポリシー (NP 送信)"""	"""yes"""	"""out"""	"""domain"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""445"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - グループ ポリシー (TCP 送信)"""	"""グループ ポリシーの更新のためのリモート RPC トラフィックを許可する送信規則です。 [TCP]"""	"""yes"""	"""out"""	"""domain"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - パケットが大きすぎます (ICMPv6 受信)"""	"""「パケットが大きすぎます」というエラー メッセージは、パケットがノードを通過するとき、次のリンクに対してパケットが大きすぎるために転送できない場合に任意のノードから送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""2:any"""	""""""	""""""	"""yes"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - パケットが大きすぎます (ICMPv6 送信)"""	"""「パケットが大きすぎます」というエラー メッセージは、パケットがノードを通過するとき、次のリンクに対してパケットが大きすぎるために転送できない場合に任意のノードから送信されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""2:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - パラメーターの問題 (ICMPv6 受信)"""	"""パラメーターの問題のエラー メッセージは、パケットが適切に生成されなかったとき、ノードから送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""4:any"""	""""""	""""""	"""yes"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - パラメーターの問題 (ICMPv6 送信)"""	"""パラメーターの問題のエラー メッセージは、パケットが適切に生成されなかったとき、ノードから送信されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""4:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー クエリ (ICMPv6 受信)"""	"""IPv6 マルチキャスト対応ルーターでは、マルチキャスト リスナー クエリのメッセージを使用して、リンクでマルチキャスト グループ メンバーシップを検索します。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""130:any"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー クエリ (ICMPv6 送信)"""	"""IPv6 マルチキャスト対応ルーターでは、マルチキャスト リスナー クエリのメッセージを使用して、リンクでマルチキャスト グループ メンバーシップを検索します。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""130:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー レポート (ICMPv6 受信)"""	"""マルチキャスト リスナー レポートのメッセージは、特定のマルチキャスト アドレスでのマルチキャスト トラフィックの受信、またはマルチキャスト リスナー クエリに対する応答のいずれか求める情報をすぐに報告するため、リスニング ノードで使用されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""131:any"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー レポート (ICMPv6 送信)"""	"""マルチキャスト リスナー レポートのメッセージは、特定のマルチキャスト アドレスでのマルチキャスト トラフィックの受信、またはマルチキャスト リスナー クエリに対する応答のいずれか求める情報をすぐに報告するため、リスニング ノードで使用されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""131:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー レポート v2 (ICMPv6 受信)"""	"""マルチキャスト リスナー レポート v2 のメッセージは、特定のマルチキャスト アドレスでのマルチキャスト トラフィックの受信、またはマルチキャスト リスナー クエリに対する応答のいずれか求める情報をすぐに報告するため、リスニング ノードで使用されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""143:any"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー レポート v2 (ICMPv6 送信)"""	"""マルチキャスト リスナー レポート v2 のメッセージは、特定のマルチキャスト アドレスでのマルチキャスト トラフィックの受信、またはマルチキャスト リスナー クエリに対する応答のいずれか求める情報をすぐに報告するため、リスニング ノードで使用されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""143:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー完了 (ICMPv6 受信)"""	"""マルチキャスト リスナー完了のメッセージは、サブネット上の特定のマルチキャスト アドレスにメンバーがいないことをローカル ルーターに通知します。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""132:any"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - マルチキャスト リスナー完了 (ICMPv6 送信)"""	"""マルチキャスト リスナー完了のメッセージは、サブネット上の特定のマルチキャスト アドレスにメンバーがいないことをローカル ルーターに通知します。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet"""	"""icmpv6"""	"""132:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - ルーター アドバタイズ (ICMPv6 受信)"""	"""ルーター アドバタイズ メッセージは、ステートレス自動構成を提供するためにルーターから他のノードに送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""fe80::/64"""	"""icmpv6"""	"""134:any"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - ルーター アドバタイズ (ICMPv6 送信)"""	"""ルーター アドバタイズ メッセージは、ステートレス自動構成を提供するためにルーターから他のノードに送信されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""fe80::/64"""	"""localsubnet,fe80::/64,ff02::1-ff02::1"""	"""icmpv6"""	"""134:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - ルーター要請 (ICMPv6 送信)"""	"""ルーター要請メッセージは、ステートレス自動構成を提供するルーターを検索するノードから送信されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""localsubnet,fe80::/64,ff02::2-ff02::2"""	"""icmpv6"""	"""133:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - ルーター要請 (ICMPv6-受信)"""	"""ルーター要請メッセージは、ステートレス自動構成を提供するルーターを検索するノードから送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""133:any"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 近隣探索アドバタイズ (ICMPv6 受信)"""	"""近隣探索アドバタイズのメッセージは、他のノードにリンクレイヤー アドレスの変更を通知するために、または近隣探索要請の応答としてノードから送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""136:any"""	""""""	""""""	"""yes"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 近隣探索アドバタイズ (ICMPv6 送信)"""	"""近隣探索アドバタイズのメッセージは、他のノードにリンクレイヤー アドレスの変更を通知するために、または近隣探索要請の応答としてノードから送信されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""136:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 近隣探索要請 (ICMPv6 受信)"""	"""近隣探索要請は、別のオンリンク IPv6 ノードのリンクレイヤー アドレスを探索するためにノードから送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""135:any"""	""""""	""""""	"""yes"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 近隣探索要請 (ICMPv6 送信)"""	"""近隣探索要請は、別のオンリンク IPv6 ノードのリンクレイヤー アドレスを探索するためにノードから送信されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""135:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 時間超過 (ICMPv6 受信)"""	"""時間超過のエラー メッセージは、パケットが通過するノードで、ホップ制限値がパスのいずれかの時点で 0 になるまで減少すると、生成されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""3:any"""	""""""	""""""	"""yes"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 時間超過 (ICMPv6 送信)"""	"""時間超過のエラー メッセージは、パケットが通過するノードで、ホップ制限値がパスのいずれかの時点で 0 になるまで減少すると、生成されます。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""3:any"""	""""""	""""""	"""no"""	""""""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 到達不可能な宛先 - 断片化が必要 (ICMPv4 受信)"""	"""到達不可能な宛先 - 断片化が必要というエラー メッセージは、パケットが通過するノードで、断片化が必要であるのに \""don't fragment bit\"" が設定されているために転送できない場合に送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv4"""	"""3:4"""	""""""	""""""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 到達不可能な宛先 (ICMPv6 受信)"""	"""到達不可能な宛先のエラー メッセージは、パケットが通過するノードで、輻輳以外の理由でパケットを転送できないときに送信されます。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""icmpv6"""	"""1:any"""	""""""	""""""	"""yes"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 動的ホスト構成プロトコル (DHCP 受信)"""	"""ステートフルな自動構成のための DHCP (動的ホスト構成プロトコル) メッセージを許可します。"""	"""yes"""	"""in"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""68"""	"""67"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dhcp"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""コア ネットワーク - 動的ホスト構成プロトコル (DHCP 送信)"""	"""ステートフルな自動構成のための DHCP (動的ホスト構成プロトコル) メッセージを許可します。"""	"""yes"""	"""out"""	"""domain,private,public"""	"""コア ネットワーク"""	"""any"""	"""any"""	"""udp"""	""""""	"""68"""	"""67"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dhcp"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""スケジュールされたリモート タスク管理 (RPC)"""	"""RPC/TCP 経由でリモートで管理されるタスク スケジューラ サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""スケジュールされたリモート タスク管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""schedule"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""スケジュールされたリモート タスク管理 (RPC)"""	"""RPC/TCP 経由でリモートで管理されるタスク スケジューラ サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""スケジュールされたリモート タスク管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""schedule"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""スケジュールされたリモート タスク管理 (RPC-EPMAP)"""	"""タスク スケジューラ サービスの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""domain"""	"""スケジュールされたリモート タスク管理"""	"""any"""	"""any"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""スケジュールされたリモート タスク管理 (RPC-EPMAP)"""	"""タスク スケジューラ サービスの RPC/TCP トラフィックを許可するための RPCSS サービスの受信規則です。"""	"""no"""	"""in"""	"""private,public"""	"""スケジュールされたリモート タスク管理"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""RPC-EPMap"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""RPCSS"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト SSDP 探索 (UDP 受信)"""	"""SSDP によるデバイス キャスト ターゲットの探索を許可する受信規則"""	"""yes"""	"""in"""	"""public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""Ply2Disc"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト UPnP イベント (TCP 受信)"""	"""デバイス キャスト ターゲットからの UPnP イベントの受信を許可する受信規則"""	"""yes"""	"""in"""	"""public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""2869"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (HTTP ストリーミング受信)"""	"""HTTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[TCP 10246]"""	"""yes"""	"""in"""	"""domain"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""10246"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
